Index,Name,Form,Pokemon,Gender,CP,HP,Atk IV,Def IV,Sta IV,IV Avg,Level Min,Level Max,Quick Move,Charge Move,Charge Move 2,Scan Date,Catch Date,Weight,Height,Lucky,Shadow/Purified,Favorite,Dust,Rank % (G),Rank # (G),Stat Product (G),Dust Cost (G),Candy Cost (G),Name (G),Form (G),Sha/Pur (G),Rank % (U),Rank # (U),Stat Product (U),Dust Cost (U),Candy Cost (U),Name (U),Form (U),Sha/Pur (U),Rank % (L),Rank # (L),Stat Product (L),Dust Cost (L),Candy Cost (L),Name (L),Form (L),Sha/Pur (L),Marked for PvP use
780,Sprigatito,,906,♂,307,59,11,14,15,88.9,11.0,11.0,,,,"2026-07-02 17:51",1/5/2025,,,0,0,0,1300,75.16%,1018,96.23%,156000,175,Floragato,,0,83.64%,671,97.39%,142000,259,Meowscarada,,0,52.77%,1935,92.46%,21400,26,Sprigatito,,0,
781,Inkay,,686,♀,333,75,14,10,15,86.7,13.0,13.0,,,,"2026-07-02 17:51",7/24/2025,,,0,0,0,1600,48.74%,2100,94.95%,41800,91,Malamar,Normal,0,78.88%,866,96.13%,390800,326,Malamar,Normal,0,53.77%,1894,92.45%,25300,26,Inkay,,0,
782,Noivern,,715,♀,2033,143,15,14,12,91.1,26.0,26.0,,,,"2026-07-02 17:51",,,,0,0,0,4000,,,,,,,,,36.02%,2621,95.46%,77000,72,Noivern,,0,,,,,,,,,
783,Vivillon,,666,♀,786,105,15,13,14,93.3,15.0,15.0,,,,"2026-07-02 17:51",7/26/2025,,,0,0,0,1900,52.58%,1943,94.95%,81900,74,Vivillon,,0,99.46%,23,97.73%,496400,268,Vivillon,,0,,,,,,,,,
784,Vivillon,,666,♀,784,105,13,15,14,93.3,15.0,15.0,,,,"2026-07-02 17:51",7/27/2025,,,0,0,0,1900,65.05%,1432,95.57%,81900,74,Vivillon,,0,99.76%,11,98.38%,496400,268,Vivillon,,0,,,,,,,,,
785,Decidueye,Normal,724,♂,2344,147,5,8,9,48.9,34.0,34.0,,,,"2026-07-02 17:51",,,,0,0,0,7000,,,,,,,,,64.03%,1474,96.64%,64000,80,Decidueye,Normal,0,,,,,,,,,
786,Inteleon,,818,♂,1672,110,13,15,13,91.1,20.0,20.0,,,,"2026-07-02 17:51",7/28/2025,,,0,0,0,2500,,,,,,,,,43.69%,2307,95.85%,70000,62,Inteleon,,0,,,,,,,,,
787,Aerodactyl,Normal,142,,1181,103,15,15,11,91.1,15.0,15.0,,,,"2026-07-02 17:51",,,,0,0,0,1900,83.61%,672,96.85%,16400,16,Aerodactyl,Normal,0,65.13%,1429,96.52%,137400,126,Aerodactyl,Normal,0,,,,,,,,,
788,Duskull,,355,♂,391,57,14,14,12,88.9,20.0,20.0,,,,"2026-07-02 17:51",7/29/2025,,,0,0,0,2500,37.36%,2566,93.95%,169000,195,Dusclops,,0,79.63%,835,96.03%,337000,373,Dusknoir,,0,39.46%,2480,90.31%,35000,31,Duskull,,0,
789,Shroomish,,285,♂,564,111,15,11,12,84.4,25.0,25.0,,,,"2026-07-02 17:51",,,,0,0,0,4000,98.27%,72,95.44%,444000,220,Shroomish,,0,61.49%,1578,96.26%,156000,216,Breloom,,0,,,,,,,,,
790,Roggenrola,,524,♂,951,111,15,14,12,91.1,28.0,28.0,,,,"2026-07-02 17:51",7/29/2025,,,0,0,0,4500,99.29%,30,97.00%,419000,198,Roggenrola,,0,99.22%,33,97.47%,419000,248,Boldore,,0,,,,,,,,,
791,Vivillon,,666,,781,104,13,15,12,88.9,15.0,15.0,,,,"2026-07-02 17:51",7/20/7075,,,0,0,0,1900,51.84%,1973,94.91%,81900,74,Vivillon,,0,99.17%,35,97.23%,496400,268,Vivillon,,0,,,,,,,,,
792,Sandygast,,769,,519,82,15,11,14,88.9,15.0,15.0,,,,"2026-07-02 17:51",7/20/7075,,,0,0,0,1900,32.63%,2760,94.26%,29400,77,Palossand,,0,44.22%,2285,95.19%,299400,318,Palossand,,0,,,,,,,,,
793,Accelgor,,617,♀,547,76,15,14,14,95.6,8.0,8.0,,,,"2026-07-02 17:51",,,,0,1,0,961,74.04%,1064,96.04%,55926,76,Accelgor,,1,66.79%,1361,96.26%,205500,213,Accelgor,,2,,,,,,,,,
794,Blissey,,242,,2372,373,15,12,10,82.2,31.0,31.0,,,,"2026-07-02 17:51",7/31/2025,,,0,0,0,6000,,,,,,,,,14.77%,3491,93.51%,38000,40,Blissey,,0,,,,,,,,,
795,Seedot,,273,♂,126,49,10,15,13,84.4,8.0,8.0,,,,"2026-07-02 17:51",7/31/2025,,,0,1,0,961,81.88%,743,96.54%,66726,213,Shiftry,,1,96.68%,137,98.24%,529926,509,Shiftry,,1,69.11%,1266,93.07%,169926,186,Seedot,,1,
796,Anorith,,347,♂,1024,94,7,11,14,71.1,25.0,25.0,,,,"2026-07-02 17:51",,,,0,0,0,4000,87.16%,527,96.82%,270000,220,Anorith,,0,76.68%,956,97.21%,92000,136,Armaldo,,0,,,,,,,,,
797,Sableye,Normal,302,♀,826,88,14,15,11,88.9,20.0,20.0,,,,"2026-07-02 17:51",,,,0,0,0,2500,59.29%,1668,93.78%,278000,248,Sableye,Normal,0,98.97%,43,97.01%,475000,248,Sableye,Normal,0,,,,,,,,,
798,Kabuto,,140,♂,760,67,13,15,11,86.7,20.0,20.0,,,,"2026-07-02 17:51",,,,0,0,0,2500,97.44%,106,97.74%,460000,248,Kabuto,,0,41.66%,2390,95.72%,145000,190,Kabutops,,0,,,,,,,,,
799,Omanyte,,138,,870,74,14,15,13,93.3,20.0,20.0,,,,"2026-07-02 17:51",8/4/2025,,,0,0,0,2500,40.44%,2440,93.99%,196000,206,Omanyte,,0,37.26%,2570,95.28%,109000,148,Omastar,,0,,,,,,,,,
800,Swirlix,,684,♂,503,88,15,15,14,97.8,15.0,15.0,,,,"2026-07-02 17:51",8/4/2025,,,0,0,0,1900,26.67%,3004,93.54%,41900,89,Slurpuff,,0,99.93%,4,99.43%,496400,318,Slurpuff,,0,,,,,,,,,
801,Combee,,415,♂,205,57,15,13,10,84.4,15.0,15.0,,,,"2026-07-02 17:51",8/5/2025,,,0,0,0,0,98.61%,58,93.96%,496400,268,Combee,,0,98.61%,58,93.96%,496400,268,Combee,,0,85.54%,593,93.22%,322400,268,Combee,,0,
802,Vivillon,,666,♀,779,105,14,12,14,88.9,15.0,15.0,,,,"2026-07-02 17:50",8/6/2025,,,0,0,0,1900,26.37%,3016,93.64%,81900,74,Vivillon,,0,98.39%,67,96.38%,496400,268,Vivillon,,0,,,,,,,,,
803,Lugia,,249,,2082,146,14,13,11,84.4,20.0,20.0,,,,"2026-07-02 17:50",8/6/2025,,,0,0,0,2500,,,,,,,,,57.05%,1760,95.84%,24000,22,Lugia,,0,,,,,,,,,
804,Gurdurr,,533,,450,74,13,4,1,40.0,8.0,8.0,,,,"2026-07-02 17:50",,,,0,1,0,961,7.57%,3786,92.43%,6600,6,Gurdurr,,2,19.41%,3301,94.28%,21450,201,Conkeldurr,,2,10.87%,3651,88.47%,961,2,Gurdurr,,1,
805,Skrelp,,690,♂,452,78,15,13,15,95.6,15.0,15.0,,,,"2026-07-02 17:50",8/9/2025,,,0,0,0,1900,57.19%,1754,95.11%,32400,80,Dragalge,,0,77.29%,931,96.06%,334400,318,Dragalge,,0,52.33%,1953,92.68%,5700,6,Skrelp,,0,
806,Farfetch'd,Galar,83,♂,947,91,15,14,13,93.3,20.0,20.0,,,,"2026-07-02 17:50",8/9/2025,,,0,0,0,2500,46.54%,2190,94.91%,109000,98,Farfetch'd,Galar,0,74.29%,1054,96.74%,70000,112,Sirfetch’d,,0,,,,,,,,,
807,Karrablast,,588,♂,498,78,13,15,14,93.3,15.0,15.0,,,,"2026-07-02 17:50",,,,0,0,0,1900,39.37%,2484,94.11%,12000,212,Escavalier,,0,69.82%,1237,96.82%,106400,294,Escavalier,,0,88.01%,492,95.62%,0,0,Karrablast,,0,
808,Charcadet,,935,♂,414,80,15,14,14,95.6,20.0,20.0,,,,"2026-07-02 17:50",8/10/2025,,,0,0,0,2500,99.83%,8,98.00%,475000,248,Charcadet,,0,47.59%,2147,95.77%,51500,96,Ceruledge,,0,45.54%,2231,91.23%,24000,22,Charcadet,,0,
809,Ekans,,23,♂,371,63,11,11,11,73.3,15.0,15.0,,,,"2026-07-02 17:50",,,,0,0,0,1900,58.22%,1712,95.56%,81900,124,Arbok,,0,90.18%,403,93.46%,496400,318,Arbok,,0,46.18%,2205,91.90%,21400,20,Ekans,,0,
810,Sableye,Normal,302,♂,810,88,12,13,11,80.0,20.0,20.0,,,,"2026-07-02 17:50",8/11/2025,,,0,0,0,2500,60.39%,1623,93.85%,313000,248,Sableye,Normal,0,95.51%,185,94.49%,475000,248,Sableye,Normal,0,,,,,,,,,
811,Sandshrew,Normal,27,♂,454,70,14,13,10,82.2,13.0,13.0,,,,"2026-07-02 17:50",8/12/2025,,,0,1,0,1921,57.58%,1738,94.93%,50164,110,Sandslash,Normal,1,73.65%,1080,96.05%,468964,410,Sandslash,Normal,1,23.17%,3147,91.22%,3842,6,Sandshrew,Normal,1,
812,Krabby,,98,♂,873,69,13,12,15,88.9,20.0,20.0,,,,"2026-07-02 17:50",8/13/2025,,,0,0,0,2500,70.70%,1201,95.68%,196000,206,Krabby,,0,67.11%,1348,96.63%,103000,142,Kingler,,0,,,,,,,,,
813,Giratina,Altered,487,,749,111,12,15,14,91.1,8.0,8.0,,,,"2026-07-02 17:50",8/13/2025,,,0,0,0,800,38.32%,2527,94.44%,19100,24,Giratina,Altered,0,36.85%,2587,95.00%,77600,76,Giratina,Altered,0,,,,,,,,,
814,Goldeen,,118,,49,23,15,11,13,86.7,2.0,2.0,,,,"2026-07-02 17:50",8/13/2025,,,0,0,0,200,40.78%,2426,94.28%,72100,129,Seaking,,0,97.88%,88,96.40%,519600,352,Seaking,,0,61.76%,1567,93.67%,25100,36,Goldeen,,0,
815,Diggersby,,660,♀,881,124,15,13,6,75.6,21.0,21.0,,,,"2026-07-02 17:50",,,,0,0,0,3000,23.52%,3133,92.45%,251000,244,Diggersby,,0,95.43%,188,94.94%,470000,244,Diggersby,,0,,,,,,,,,
816,Decidueye,Normal,724,♂,977,95,5,15,12,71.1,13.0,13.0,,,,"2026-07-02 17:50",,,,0,0,0,1600,54.92%,1847,95.42%,25300,26,Decidueye,Normal,0,97.14%,118,98.69%,188800,188,Decidueye,Normal,0,,,,,,,,,
817,Patrat,,504,,674,105,15,11,15,91.1,31.0,31.0,,,,"2026-07-02 17:50",8/16/2025,,,0,0,0,6000,98.93%,45,95.45%,390000,174,Patrat,,0,98.95%,44,97.40%,390000,224,Watchog,,0,,,,,,,,,
818,Blastoise,Normal,9,♂,897,95,14,14,10,84.4,13.0,13.0,,,,"2026-07-02 17:50",,,,0,1,0,1921,32.67%,2758,93.93%,42964,52,Blastoise,Normal,1,43.91%,2298,95.20%,205500,213,Blastoise,Normal,2,,,,,,,,,
819,Ho-Oh,,250,,2687,150,11,13,12,80.0,25.0,25.0,,,,"2026-07-02 17:50",,,,0,0,0,4000,,,,,,,,,,,,,,,,,,,,,,,,,
820,Lileep,,345,♂,540,93,14,10,15,86.7,15.0,15.0,,,,"2026-07-02 17:50",8/17/2025,,,0,0,0,1900,37.88%,2545,94.35%,45400,92,Cradily,,0,98.36%,68,97.02%,496400,318,Cradily,,0,,,,,,,,,
821,Hatenna,,856,,477,81,14,12,13,86.7,20.0,20.0,,,,"2026-07-02 17:50",8/18/2025,,,0,0,0,2500,37.66%,2554,94.08%,145000,165,Hattrem,,0,28.21%,2941,95.14%,103000,217,Hatterene,,0,21.88%,3200,90.13%,2500,2,Hatenna,,0,
822,Krabby,,98,♂,892,69,14,12,13,86.7,20.5,20.5,,,,"2026-07-02 17:50",8/18/2025,,,0,0,0,2500,39.00%,2499,94.06%,193500,204,Krabby,,0,33.50%,2724,95.40%,100500,140,Kingler,,0,,,,,,,,,
823,Togedemaru,,777,♂,1215,105,15,11,14,88.9,20.0,20.0,,,,"2026-07-02 17:50",8/18/2025,,,0,0,0,2500,55.82%,1810,95.23%,27500,25,Togedemaru,,0,98.49%,63,96.85%,475000,248,Togedemaru,,0,,,,,,,,,
824,Krabby,,98,♂,882,69,13,15,15,95.6,20.0,20.0,,,,"2026-07-02 17:50",8/18/2025,,,0,0,0,2500,63.64%,1490,95.31%,178000,182,Krabby,,0,64.71%,1446,96.54%,97000,136,Kingler,,0,,,,,,,,,
825,Omanyte,,138,♂,852,72,14,12,10,80.0,20.0,20.0,,,,"2026-07-02 17:50",8/19/2025,,,0,0,0,2500,39.95%,2460,93.94%,235000,248,Omanyte,,0,24.79%,3081,94.75%,123000,164,Omastar,,0,,,,,,,,,
826,Cryogonal,,615,,1534,120,10,12,11,73.3,20.0,20.0,,,,"2026-07-02 17:50",,,,0,0,0,2500,,,,,,,,,66.91%,1356,96.29%,137000,130,Cryogonal,,0,,,,,,,,,
827,Kabuto,,140,♀,770,69,14,13,14,91.1,20.0,20.0,,,,"2026-07-02 17:50",,,,0,0,0,2500,97.95%,85,97.96%,431000,248,Kabuto,,0,47.72%,2142,95.95%,137000,180,Kabutops,,0,,,,,,,,,
828,Pikachu,Normal,25,,390,64,14,11,14,86.7,15.0,15.0,,,,"2026-07-02 17:50",8/19/2025,,,0,0,0,1900,67.35%,1338,95.20%,48900,95,Raichu,Normal,0,98.49%,63,97.12%,496400,318,Raichu,Normal,0,34.46%,2685,90.93%,16400,16,Pikachu,Normal,0,
829,Gible,,443,♀,465,83,15,13,10,84.4,15.0,15.0,,,,"2026-07-02 17:49",8/19/2025,,,0,0,0,1900,38.39%,2524,94.21%,81900,99,Gabite,,0,18.49%,3339,94.29%,32400,155,Garchomp,Normal,0,53.48%,1906,93.09%,3800,4,Gible,,0,
830,Ninetales,Alola,38,♂,511,71,15,9,14,84.4,8.0,8.0,,,,"2026-07-02 17:49",8/20/2025,,,0,1,0,961,42.59%,2352,94.60%,66726,88,Ninetales,Alola,1,90.89%,374,97.04%,325200,213,Ninetales,Alola,2,,,,,,,,,
831,Toxtricity,,849,♀,1444,117,12,10,15,82.2,20.0,20.0,,,,"2026-07-02 17:49",8/20/2025,,,0,0,0,2500,51.21%,1999,94.80%,2500,2,Toxtricity,,0,54.19%,1877,96.12%,205000,218,Toxtricity,,0,,,,,,,,,
832,Arboliva,,930,♀,1682,120,15,13,15,95.6,20.0,20.0,,,,"2026-07-02 17:49",8/20/2025,,,0,0,0,2500,,,,,,,,,31.36%,2812,95.33%,70000,62,Arboliva,,0,,,,,,,,,
833,Falinks,Normal,870,,1328,105,15,12,13,88.9,20.0,20.0,,,,"2026-07-02 17:49",8/21/2025,,,0,0,0,2500,60.54%,1617,95.11%,14000,13,Falinks,Normal,0,68.38%,1296,95.39%,350000,248,Falinks,Normal,0,,,,,,,,,
834,Bruxish,,779,♂,1344,108,14,14,12,88.9,20.0,20.0,,,,"2026-07-02 17:49",,,,0,0,0,2500,41.20%,2409,94.29%,11000,10,Bruxish,,0,73.60%,1082,95.89%,325000,248,Bruxish,,0,,,,,,,,,
835,Caterpie,,10,♂,178,73,14,10,15,86.7,15.0,15.0,,,,"2026-07-02 17:49",,,,0,0,0,1900,23.08%,3151,93.94%,86400,140,Butterfree,,0,97.68%,96,96.18%,496400,330,Butterfree,,0,97.61%,99,94.74%,496400,280,Metapod,,0,
836,Sobble,,816,♂,467,78,15,14,15,97.8,15.0,15.0,,,,"2026-07-02 17:49",8/22/2025,,,0,0,0,1900,57.78%,1730,95.26%,9800,135,Inteleon,,0,65.71%,1405,96.65%,91400,207,Inteleon,,0,80.71%,791,94.34%,3800,4,Sobble,,0,
837,Pidove,,519,♂,351,77,13,14,12,86.7,15.0,15.0,,,,"2026-07-02 17:49",8/22/2025,,,0,0,0,1900,86.98%,534,96.72%,18900,80,Unfezant,,0,55.19%,1836,96.43%,158400,212,Unfezant,,0,41.44%,2399,91.99%,26400,24,Pidove,,0,
838,Passimian,,766,♂,1274,124,13,11,15,86.7,15.0,15.0,,,,"2026-07-02 17:49",8/22/2025,,,0,0,0,1900,69.82%,1237,95.70%,9800,10,Passimian,,0,16.63%,3415,94.57%,86400,78,Passimian,,0,,,,,,,,,
839,Wailmer,,320,♂,605,151,13,11,15,86.7,15.0,15.0,,,,"2026-07-02 17:49",8/22/2025,,,0,0,0,0,71.01%,1188,94.38%,346400,268,Wailmer,,0,97.56%,101,98.17%,496400,668,Wailord,,0,,,,,,,,,
840,Zamazenta,Hero,889,,2134,121,11,15,11,82.2,20.0,20.0,,,,"2026-07-02 17:49",8/22/2025,,,0,0,0,2500,,,,,,,,,42.39%,2360,95.52%,17000,16,Zamazenta,Hero,0,,,,,,,,,
841,Corviknight,,823,,1030,119,13,15,10,84.4,15.0,15.0,,,,"2026-07-02 17:49",8/23/2025,,,0,0,0,1900,31.77%,2795,93.84%,29400,27,Corviknight,,0,60.54%,1617,95.81%,310400,268,Corviknight,,0,,,,,,,,,
842,Gligar,,207,,686,84,15,15,13,95.6,13.0,13.0,,,,"2026-07-02 17:49",8/23/2025,,,0,1,0,1921,62.12%,1552,95.65%,30364,139,Gliscor,,1,61.29%,1586,96.30%,100400,197,Gliscor,,2,,,,,,,,,
843,Zamazenta,Hero,889,,2126,121,11,13,11,77.8,20.0,20.0,,,,"2026-07-02 17:49",8/23/2025,,,0,0,0,2500,,,,,,,,,88.16%,486,97.57%,20500,19,Zamazenta,Hero,0,,,,,,,,,
844,Toxtricity,,849,♂,1468,117,12,15,15,93.3,20.0,20.0,,,,"2026-07-02 17:49",8/23/2025,,,0,0,0,2500,50.38%,2033,94.76%,0,0,Toxtricity,,0,80.61%,795,97.25%,187000,194,Toxtricity,,0,,,,,,,,,
845,Gengar,Normal,94,♂,2393,123,10,12,14,80.0,30.0,30.0,,,,"2026-07-02 17:49",,,,0,0,0,5000,,,,,,,,,86.84%,540,97.23%,28000,26,Gengar,Normal,0,,,,,,,,,
846,Machamp,,68,♂,2987,173,11,15,12,84.4,40.0,40.0,,,,"2026-07-02 17:49",8/23/2025,,,0,0,0,10000,,,,,,,,,,,,,,,,,,,,,,,,,
847,Zacian,Hero,888,,2167,121,15,15,11,91.1,20.0,20.0,,,,"2026-07-02 17:49",8/23/2025,,,0,0,0,2500,,,,,,,,,77.44%,925,96.97%,17000,16,Zacian,Hero,0,,,,,,,,,
848,Zacian,Hero,888,,2144,120,15,11,10,80.0,20.0,20.0,,,,"2026-07-02 17:49",,,,0,0,0,2500,,,,,,,,,22.20%,3187,94.69%,17000,16,Zacian,Hero,0,,,,,,,,,
849,Zamazenta,Hero,889,,2117,120,10,14,10,75.6,20.0,20.0,,,,"2026-07-02 17:49",8/23/2025,,,0,0,0,2500,,,,,,,,,75.38%,1009,96.84%,20500,19,Zamazenta,Hero,0,,,,,,,,,
850,Raikou,,243,,1945,129,15,14,10,86.7,20.0,20.0,,,,"2026-07-02 17:48",,,,0,0,0,2500,,,,,,,,,45.64%,2227,95.51%,35000,31,Raikou,,0,,,,,,,,,
851,Drilbur,,529,♂,575,85,15,13,10,84.4,15.0,15.0,,,,"2026-07-02 17:48",8/24/2025,,,0,0,0,1900,94.65%,220,96.85%,466400,268,Drilbur,,0,15.26%,3471,94.05%,68400,112,Excadrill,,0,,,,,,,,,
852,Toxtricity,,849,♂,1088,99,14,12,11,82.2,15.0,15.0,,,,"2026-07-02 17:48",,,,0,0,0,1900,61.05%,1596,95.24%,23900,22,Toxtricity,,0,40.22%,2449,95.61%,217400,226,Toxtricity,,0,,,,,,,,,
853,Latios,Normal,381,♂,2130,119,14,12,10,80.0,20.0,20.0,,,,"2026-07-02 17:48",8/24/2025,,,0,0,0,2500,,,,,,,,,15.51%,3461,94.35%,17000,16,Latios,Normal,0,,,,,,,,,
854,Latias,Normal,380,♀,1972,122,11,15,15,91.1,20.0,20.0,,,,"2026-07-02 17:48",,,,0,0,0,2500,,,,,,,,,48.91%,2093,95.64%,31000,28,Latias,Normal,0,,,,,,,,,
855,Porygon,,137,,721,92,13,12,15,88.9,15.0,15.0,,,,"2026-07-02 17:48",8/24/2025,,,0,0,0,1900,55.02%,1843,95.15%,18900,43,Porygon2,,0,58.83%,1687,96.17%,68400,187,Porygon-z,,0,,,,,,,,,
856,Cryogonal,,615,,1577,121,15,10,14,86.7,20.0,20.0,,,,"2026-07-02 17:48",8/25/2025,,,0,0,0,2500,,,,,,,,,17.41%,3383,94.21%,109000,98,Cryogonal,,0,,,,,,,,,
857,Slakoth,,287,♀,418,87,15,10,14,86.7,15.0,15.0,,,,"2026-07-02 17:48",8/26/2025,,,0,0,0,1900,33.31%,2732,94.08%,68400,87,Vigoroth,,0,78.12%,897,96.88%,21400,145,Slaking,,0,10.04%,3685,88.83%,9800,10,Slakoth,,0,
858,Slakoth,,287,♂,420,87,14,13,14,91.1,15.0,15.0,,,,"2026-07-02 17:48",8/26/2025,,,0,0,0,1900,57.09%,1758,95.35%,68400,87,Vigoroth,,0,15.26%,3471,94.14%,18900,143,Slaking,,0,30.01%,2867,90.68%,9800,10,Slakoth,,0,
859,Dondozo,,977,,1259,167,15,10,11,80.0,15.0,15.0,,,,"2026-07-02 17:48",8/26/2025,,,0,0,0,1900,9.06%,3725,92.24%,9800,10,Dondozo,,0,10.21%,3678,93.92%,91400,82,Dondozo,,0,,,,,,,,,
860,Sunkern,,191,♂,164,58,14,15,11,88.9,15.0,15.0,,,,"2026-07-02 17:48",8/26/2025,,,0,0,0,1900,23.93%,3116,93.51%,48900,95,Sunflora,,0,99.17%,35,97.68%,496400,318,Sunflora,,0,99.22%,33,94.55%,496400,268,Sunkern,,0,
861,Cherubi,,420,,385,72,12,10,13,77.8,15.0,15.0,,,,"2026-07-02 17:48",,,,0,0,0,1900,66.25%,1383,95.72%,64400,108,Cherrim,,0,93.63%,262,94.23%,496400,318,Cherrim,,0,73.24%,1097,93.83%,18900,18,Cherubi,,0,
862,Bellossom,,182,♀,939,98,11,13,10,75.6,15.0,15.0,,,,"2026-07-02 17:48",8/26/2025,,,0,0,0,1900,21.25%,3226,93.70%,41900,39,Bellossom,,0,93.70%,259,97.68%,496400,268,Bellossom,,0,,,,,,,,,
863,Poochyena,,261,♂,185,48,15,15,4,75.6,10.0,10.0,,,,"2026-07-02 17:48",8/27/2025,,,0,0,0,1000,35.58%,2639,94.49%,91000,138,Mightyena,,0,92.50%,308,93.63%,510000,336,Mightyena,,0,34.02%,2703,90.34%,82000,80,Poochyena,,0,
864,Ralts,,280,♀,186,50,14,13,5,71.1,13.0,13.0,,,,"2026-07-02 17:48",8/27/2025,,,0,1,0,1921,56.92%,1765,95.12%,19444,152,Gardevoir,Normal,1,14.53%,3501,94.46%,111364,243,Gardevoir,Normal,1,43.20%,2327,88.87%,129200,143,Ralts,,2,
865,Cherubi,,420,♂,298,62,11,9,8,62.2,12.0,12.0,,,,"2026-07-02 17:48",8/30/2025,,,0,0,0,1300,32.94%,2747,94.12%,77400,124,Cherrim,,0,75.90%,988,90.74%,505400,330,Cherrim,,0,50.84%,2014,92.22%,30400,32,Cherubi,,0,
866,Rookidee,,821,,165,51,15,11,14,88.9,9.0,9.0,,,,"2026-07-02 17:48",8/30/2025,,,0,0,0,1000,96.14%,159,96.99%,482000,313,Corvisquire,,0,38.29%,2528,94.86%,304000,413,Corviknight,,0,62.93%,1519,93.16%,9200,37,Corvisquire,,0,
867,Corviknight,,823,♂,107,38,14,13,13,88.9,2.0,2.0,,,,"2026-07-02 17:48",8/30/2025,,,0,0,0,200,37.02%,2580,94.12%,52600,61,Corviknight,,0,49.69%,2061,95.34%,322600,302,Corviknight,,0,9.96%,3688,87.56%,4400,10,Corviknight,,0,
868,Miltank,,241,,1813,158,14,8,8,66.7,28.0,28.0,,,,"2026-07-02 17:48",8/31/2025,,,0,0,0,4500,,,,,,,,,54.65%,1858,94.99%,347000,198,Miltank,,0,,,,,,,,,
869,Rookidee,,821,♂,274,67,11,15,15,91.1,15.0,15.0,,,,"2026-07-02 17:48",8/31/2025,,,0,0,0,1900,99.98%,2,99.88%,496400,293,Corvisquire,,0,78.63%,876,96.76%,310400,393,Corviknight,,0,55.58%,1820,91.65%,68400,62,Rookidee,,0,
870,Escavalier,,589,♂,632,68,15,9,10,75.6,8.0,8.0,,,,"2026-07-02 17:48",9/1/2025,,,0,1,0,961,31.36%,2812,93.74%,37686,57,Escavalier,,1,41.93%,2379,95.78%,57000,55,Escavalier,,2,,,,,,,,,
871,Decidueye,Normal,724,♂,1333,107,8,12,4,53.3,18.0,18.0,,,,"2026-07-02 17:48",,,,0,0,0,2200,49.18%,2082,95.17%,9400,8,Decidueye,Normal,0,29.87%,2873,95.35%,178400,178,Decidueye,Normal,0,,,,,,,,,
872,Machop,,66,♂,1030,131,15,14,13,93.3,28.5,28.5,,,,"2026-07-02 17:48",,,,0,0,0,2500,99.66%,15,97.71%,414500,194,Machop,,0,21.25%,3226,94.62%,0,125,Machamp,,0,,,,,,,,,
873,Abra,,63,♂,18,10,11,15,13,86.7,1.0,1.0,,,,"2026-07-02 17:48",9/2/2025,,,0,0,0,200,99.29%,30,98.17%,520000,304,Abra,,0,76.61%,959,96.91%,110000,239,Alakazam,Normal,0,97.92%,86,98.13%,3600,135,Alakazam,Normal,0,
874,Corviknight,,823,♂,1026,121,13,10,14,82.2,15.0,15.0,,,,"2026-07-02 17:48",,,,0,0,0,0,15.38%,3466,92.86%,29400,27,Corviknight,,0,41.56%,2394,95.00%,310400,268,Corviknight,,0,,,,,,,,,
875,Squirtle,,7,♂,375,70,15,13,15,95.6,14.0,14.0,,,,"2026-07-02 17:48",9/2/2025,,,0,0,0,1600,60.44%,1621,93.99%,269600,297,Wartortle,,0,37.88%,2545,94.93%,269600,397,Blastoise,Normal,0,39.29%,2487,91.53%,17400,18,Squirtle,,0,
876,Pidove,,519,♀,443,87,15,13,15,95.6,18.5,18.5,,,,"2026-07-02 17:48",9/3/2025,,,0,0,0,2500,77.73%,913,94.90%,308200,266,Tranquill,,0,37.78%,2549,95.76%,130200,182,Unfezant,,0,22.03%,3194,90.45%,9700,8,Pidove,,0,
877,Pidove,,519,♀,474,87,15,14,10,86.7,20.0,20.0,,,,"2026-07-02 17:47",,,,0,0,0,2500,76.34%,970,94.79%,325000,260,Tranquill,,0,59.90%,1643,96.60%,137000,192,Unfezant,,0,35.78%,2631,91.59%,5000,4,Pidove,,0,
878,Squirtle,,7,♂,402,72,15,15,13,95.6,15.0,15.0,,,,"2026-07-02 17:47",9/4/2025,,,0,0,0,1900,67.25%,1342,94.40%,266400,293,Wartortle,,0,57.97%,1722,95.80%,277400,393,Blastoise,Normal,0,42.08%,2373,91.75%,14200,14,Squirtle,,0,
879,Mr. Mime,Normal,122,♀,934,67,15,14,10,86.7,15.0,15.0,,,,"2026-07-02 17:47",9/5/2025,,,0,0,0,1900,67.03%,1351,95.21%,45400,42,Mr. Mime,Normal,0,97.53%,102,96.96%,496400,268,Mr. Mime,Normal,0,,,,,,,,,
880,Oddish,,43,♀,674,80,15,12,7,75.6,20.0,20.0,,,,"2026-07-02 17:47",,,,0,0,0,2500,49.13%,2084,95.06%,5000,129,Vileplume,,0,89.01%,451,96.90%,460000,373,Bellossom,,0,,,,,,,,,
881,Metagross,Normal,376,,2138,121,15,11,13,86.7,20.0,20.0,,,,"2026-07-02 17:47",9/5/2025,,,0,0,0,2500,,,,,,,,,27.25%,2980,94.80%,17000,16,Metagross,Normal,0,,,,,,,,,
882,Chansey,,113,♀,698,298,14,12,12,84.4,20.0,20.0,,,,"2026-07-02 17:47",9/5/7075,,,0,0,0,2500,97.39%,108,96.14%,475000,248,Chansey,,0,28.96%,2910,94.32%,130000,172,Blissey,,0,,,,,,,,,
